"time","event","gene_id","strand","ES","EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
105,"SE","Solyc09g011830.4","+",5147062,5147350,"298,319,262","6,12,7","360,293,250","47,22,26",2.17974951414833e-07,0.117
105,"SE","Solyc09g011830.4","+",5147062,5147444,"297,319,262","6,12,7","359,293,252","47,22,26",2.30137309350712e-07,0.117
105,"SE","Solyc09g011830.4","+",5146870,5147241,"330,389,338","6,12,7","344,352,333","47,22,26",1.56696416892866e-07,0.109
105,"SE","Solyc09g011830.4","+",5147053,5147241,"348,401,346","6,12,7","352,349,339","47,22,26",6.74764730673319e-08,0.109
50,"SE","Solyc09g055930.3","-",42299446,42299714,"121,178,147","0,4,1","137,75,79","0,9,13",0.000730263356722913,0.129
80,"SE","Solyc09g055930.3","-",42299434,42299810,"107,106,132","0,0,4","58,74,63","6,12,5",4.35571799489347e-06,0.165
80,"SE","Solyc09g055930.3","-",42299513,42299810,"107,106,132","0,0,4","58,74,65","6,12,5",4.89599979099259e-06,0.164
80,"SE","Solyc09g055930.3","-",42299562,42299810,"107,108,134","0,0,4","58,76,66","6,12,5",4.89599979099259e-06,0.162
80,"SE","Solyc09g055930.3","-",42299446,42299714,"137,133,147","0,0,4","99,88,102","6,12,5",3.38347382681258e-05,0.12
105,"SE","Solyc09g055930.3","-",42299562,42299714,"12,6,3","2,1,4","4,1,0","13,5,7",0.000751124859310262,0.516
105,"SE","Solyc09g055930.3","-",42299446,42299714,"131,137,140","2,1,4","83,62,92","13,5,7",7.58506543151071e-05,0.137
105,"SE","Solyc09g055930.3","-",42299513,42299810,"103,116,118","2,1,4","90,80,85","13,5,7",0.000982467343478926,0.12
105,"SE","Solyc09g055930.3","-",42299562,42299810,"105,120,121","2,1,4","94,79,85","13,5,7",0.00080805242551183,0.118
120,"SE","Solyc09g055930.3","-",42299446,42299714,"139,138,139","3,3,3","88,62,102","15,13,11",1.64213276688358e-07,0.201
120,"SE","Solyc09g055930.3","-",42299562,42299810,"139,110,100","3,3,3","95,57,158","15,13,11",7.07193288162551e-05,0.175
120,"SE","Solyc09g055930.3","-",42299513,42299810,"138,108,97","3,3,3","92,59,158","15,13,11",7.97459599155304e-05,0.174
120,"SE","Solyc09g055930.3","-",42299446,42299810,"276,246,235","3,3,3","180,119,260","15,13,11",1.77794115856507e-06,0.11
90,"SE","Solyc09g059510.3","-",50684440,50684525,"37,139,92","216,343,252","22,19,19","196,196,236",1.70745320159603e-09,0.106
105,"SE","Solyc09g059510.3","-",50684440,50684525,"81,83,84","240,188,252","33,8,28","266,229,195",6.97510832161426e-14,0.131
25,"SE","Solyc09g061860.4","+",56619397,56619461,"51,54,36","127,48,48","13,18,23","79,85,105",0.000284426497468965,0.213
70,"SE","Solyc09g061860.4","+",56623086,56623223,"146,110,156","4,0,2","69,127,53","6,22,2",1.70937259193495e-05,0.129
70,"SE","Solyc09g061860.4","+",56623111,56623176,"79,80,69","4,0,2","44,87,59","6,22,2",0.000878460163781353,0.123
70,"SE","Solyc09g061860.4","+",56623114,56623223,"148,101,147","4,0,2","67,123,53","6,22,2",1.71360330973881e-05,0.121
70,"SE","Solyc09g061860.4","+",56623111,56623568,"115,119,131","4,0,2","71,154,82","6,22,2",0.000383403425893938,0.106
80,"SE","Solyc09g061860.4","+",56623111,56623176,"121,92,115","4,3,2","49,37,20","2,11,10",0.000385655460655889,0.219
90,"SE","Solyc09g061860.4","+",56623111,56623568,"180,219,169","0,3,0","103,87,94","13,7,9",5.04754028284053e-10,0.158
105,"SE","Solyc09g061860.4","+",56623071,56623223,"185,161,104","3,10,0","312,67,58","51,13,10",1.30018754091665e-08,0.214
105,"SE","Solyc09g061860.4","+",56623111,56623176,"112,80,72","3,10,0","233,59,30","51,13,10",7.37449535263459e-06,0.205
105,"SE","Solyc09g061860.4","+",56623086,56623223,"185,161,104","3,10,0","313,72,58","51,13,10",1.5743094383188e-08,0.202
120,"SE","Solyc09g061860.4","+",56623086,56623223,"137,99,147","0,3,5","56,35,65","27,2,5",0.000506528385010136,0.198
120,"SE","Solyc09g061860.4","+",56619397,56619461,"46,51,55","99,78,136","18,11,3","59,62,75",6.77460327035385e-05,0.156
120,"SE","Solyc09g061860.4","+",56623111,56623223,"343,266,371","0,3,5","128,123,160","27,2,5",2.73365478025982e-06,0.103
70,"SE","Solyc09g064540.3","-",57923125,57923349,"67,50,54","64,61,34","31,50,15","120,131,91",4.58289546340145e-09,0.243
70,"SE","Solyc09g064540.3","-",57923125,57923610,"36,37,41","64,61,34","24,41,11","120,131,91",8.39014497908035e-06,0.182
70,"SE","Solyc09g064540.3","-",57923114,57923349,"31,13,13","64,61,34","8,15,4","120,131,91",8.95831474208109e-07,0.114
80,"SE","Solyc09g064540.3","-",57923125,57923349,"38,49,41","54,81,71","27,16,25","88,93,84",0.000192183488686998,0.125
80,"SE","Solyc09g064540.3","-",57923125,57923167,"15,24,14","54,81,71","4,3,9","88,93,84",1.99490481575942e-05,0.121
120,"SE","Solyc09g064540.3","-",57923125,57923349,"31,16,45","64,40,52","16,25,23","78,101,101",0.000855868339005114,0.12
50,"SE","Solyc09g065180.3","+",59207078,59207162,"39,21,25","0,0,0","13,22,5","2,15,12",4.18766518900428e-08,0.5
50,"SE","Solyc09g065180.3","+",59207025,59207162,"41,29,43","0,0,0","14,29,12","2,15,12",3.23620518729867e-09,0.457
60,"SE","Solyc09g065180.3","+",59207078,59207162,"14,22,10","0,0,0","14,19,10","5,6,7",5.59910488950477e-07,0.404
70,"SE","Solyc09g065180.3","+",59207078,59207162,"9,10,15","0,0,0","20,9,11","12,6,5",4.10109702439545e-08,0.47
70,"SE","Solyc09g065180.3","+",59207025,59207162,"14,16,26","0,0,0","21,20,14","12,6,5",1.78802558116572e-08,0.432
70,"SE","Solyc09g065180.3","+",59206927,59207162,"14,16,23","0,0,0","25,20,14","5,9,2",1.87305711498284e-06,0.327
80,"SE","Solyc09g065180.3","+",59207078,59207162,"14,8,13","0,0,0","21,11,5","10,1,14",3.63279157929212e-06,0.455
80,"SE","Solyc09g065180.3","+",59206924,59207162,"21,15,19","0,0,0","22,13,2","5,3,1",3.82062419624686e-05,0.376
80,"SE","Solyc09g065180.3","+",59206927,59207162,"21,15,19","0,0,0","22,13,2","5,3,1",3.82062419624686e-05,0.376
90,"SE","Solyc09g065180.3","+",59207078,59207162,"23,38,18","0,0,0","12,12,14","8,7,11",6.85616269639331e-13,0.513
90,"SE","Solyc09g065180.3","+",59207025,59207162,"26,44,26","0,0,0","14,18,20","8,7,11",2.13245561559664e-12,0.488
90,"SE","Solyc09g065180.3","+",59206927,59207162,"26,44,26","0,0,0","14,16,20","5,12,0",1.54228496187505e-05,0.339
90,"SE","Solyc09g065180.3","+",59206924,59207162,"26,44,26","0,0,0","14,17,20","5,12,0",1.44596959820201e-05,0.334
105,"SE","Solyc09g065180.3","+",59206924,59207162,"16,22,23","0,0,0","15,18,10","11,1,6",9.00572573294771e-07,0.413
120,"SE","Solyc09g065180.3","+",59206878,59207162,"20,22,15","0,0,0","12,14,7","10,8,1",2.71110107153426e-08,0.46
120,"SE","Solyc09g065180.3","+",59206907,59207162,"20,22,15","0,0,0","12,14,7","10,8,1",2.71110107153426e-08,0.46
120,"SE","Solyc09g065180.3","+",59206924,59207162,"20,22,15","0,0,0","12,14,7","10,8,1",2.71110107153426e-08,0.46
120,"SE","Solyc09g065180.3","+",59206927,59207162,"20,22,15","0,0,0","12,14,7","10,8,1",2.71110107153426e-08,0.46
80,"SE","Solyc09g083370.3","-",65130587,65130651,"213,174,168","0,0,0","91,163,76","15,9,11",9.14308628809968e-12,0.145
90,"SE","Solyc09g083370.3","-",65130587,65130654,"289,361,254","0,0,0","81,112,132","8,12,32",0,0.173
105,"SE","Solyc09g083370.3","-",65130587,65130654,"171,202,192","1,0,0","126,89,117","9,27,22",0,0.202
120,"SE","Solyc09g083370.3","-",65130587,65130654,"290,244,177","0,0,1","91,90,95","14,14,7",0,0.152
20,"SE","Solyc09g089560.4","-",65362515,65362844,"23,25,35","0,0,0","28,31,42","15,3,2",0.000186271613921694,0.255
20,"SE","Solyc09g089560.4","-",65362495,65362844,"56,46,66","0,0,0","45,47,69","15,3,2",0.000142727219562281,0.189
50,"SE","Solyc09g089560.4","-",65362515,65362805,"5,3,3","2,0,0","0,3,1","14,6,8",6.57956544934833e-06,0.766
50,"SE","Solyc09g089560.4","-",65362495,65362805,"38,49,54","2,0,0","31,13,26","14,6,8",3.42969947461504e-10,0.414
50,"SE","Solyc09g089560.4","-",65362515,65362844,"39,43,48","2,0,0","26,25,33","14,6,8",3.95713093181905e-08,0.359
50,"SE","Solyc09g089560.4","-",65362495,65362844,"72,89,99","2,0,0","57,35,58","14,6,8",2.38307555070646e-09,0.249
60,"SE","Solyc09g089560.4","-",65362515,65362844,"34,45,49","0,0,1","35,44,24","5,21,2",3.96924793607711e-06,0.271
60,"SE","Solyc09g089560.4","-",65362495,65362844,"62,86,78","0,0,1","57,67,50","5,21,2",3.75248316009257e-06,0.194
70,"SE","Solyc09g089560.4","-",65362515,65362844,"19,57,52","0,0,0","19,40,32","8,15,11",3.03817817465213e-13,0.431
70,"SE","Solyc09g089560.4","-",65362495,65362844,"56,99,92","0,0,0","41,63,61","8,15,11",4.06011083339771e-13,0.29
80,"SE","Solyc09g089560.4","-",65362515,65362844,"44,41,34","0,2,1","32,24,32","1,13,16",0.000319147933211976,0.311
80,"SE","Solyc09g089560.4","-",65362495,65362844,"66,71,81","0,2,1","58,52,73","1,13,16",2.75497256904582e-05,0.198
105,"SE","Solyc09g089560.4","-",65362515,65362844,"38,25,47","0,0,0","19,22,19","17,16,2",2.55967849978206e-09,0.47
105,"SE","Solyc09g089560.4","-",65362495,65362844,"62,59,79","0,0,0","48,41,36","17,16,2",7.23323627764377e-10,0.318
105,"SE","Solyc09g089560.4","-",65362059,65362162,"1,9,1","30,38,32","25,8,8","29,20,17",6.95694537705765e-05,-0.196
120,"SE","Solyc09g089560.4","-",65362515,65362844,"44,46,32","4,2,0","27,31,27","14,9,6",8.49428917190321e-05,0.317
120,"SE","Solyc09g089560.4","-",65362495,65362844,"96,75,61","4,2,0","45,51,62","14,9,6",3.14162063127859e-05,0.226
70,"SE","Solyc09g091030.3","+",66478690,66478929,"14,8,2","0,0,0","10,12,2","9,4,1",6.80491760571365e-08,0.514
105,"SE","Solyc09g091030.3","+",66478705,66478929,"18,10,13","0,0,0","28,15,0","22,23,15",2.20503424360851e-13,0.788
105,"SE","Solyc09g091030.3","+",66478690,66478929,"18,10,13","0,0,0","30,14,0","22,23,15",3.08373210009598e-13,0.787
120,"SE","Solyc09g091030.3","+",66478690,66478929,"13,16,13","0,0,0","11,0,0","11,8,3",7.8437256689874e-14,0.889
40,"SE","Solyc09g092680.4","-",67755744,67755895,"30,27,27","0,0,1","31,36,25","3,3,7",0.000790725977241632,0.198
50,"SE","Solyc09g092680.4","-",67755744,67755895,"47,51,45","0,0,0","41,22,47","5,0,6",0.000424805094845384,0.133
90,"SE","Solyc09g092680.4","-",67755819,67755895,"172,171,120","1,9,7","91,97,112","12,22,11",6.18865986914857e-05,0.129
105,"SE","Solyc09g092680.4","-",67755744,67755895,"23,40,45","0,2,3","48,23,33","11,7,7",0.000919694317534765,0.26
120,"SE","Solyc09g092680.4","-",67755744,67755895,"48,37,41","2,6,0","36,31,47","10,14,21",5.75596336005069e-05,0.327
120,"SE","Solyc09g092680.4","-",67755819,67755895,"140,98,105","2,6,0","108,108,145","10,14,21",7.82054147336276e-06,0.12
105,"SE","Solyc09g098370.4","+",68262778,68262839,"13,33,20","0,0,0","17,7,19","8,3,5",8.66565217921571e-08,0.349
105,"SE","Solyc09g098370.4","+",68262595,68262839,"35,63,65","0,0,0","43,18,39","8,3,5",1.6320401561559e-07,0.242
105,"SE","Solyc09g098370.4","+",68262615,68262839,"56,76,83","0,0,0","48,27,47","8,3,5",2.22809502990145e-07,0.202
120,"SE","Solyc09g098370.4","+",68262778,68262839,"31,12,23","2,0,0","19,12,11","3,9,2",0.000209964666591337,0.272
120,"SE","Solyc09g098370.4","+",68262595,68262839,"69,27,43","2,0,0","37,27,29","3,9,2",0.000207114984820532,0.202
120,"SE","Solyc09g098370.4","+",68262615,68262839,"107,53,61","2,0,0","57,45,41","3,9,2",0.000193880813301519,0.145
40,"SE","Solyc10g005030.4","+",64714063,64714119,"50,45,44","153,114,132","14,20,10","112,109,133",2.61795796780162e-05,0.119
70,"SE","Solyc10g005030.4","+",64714063,64714119,"60,82,84","229,215,239","16,27,11","142,151,165",2.47889071551515e-07,0.114
80,"SE","Solyc10g005030.4","+",64714063,64714119,"100,79,113","220,229,161","12,25,23","105,128,100",1.674222813249e-05,0.147
90,"SE","Solyc10g005030.4","+",64714063,64714119,"80,118,93","212,405,204","29,20,24","224,208,185",1.00454702757253e-10,0.134
105,"SE","Solyc10g005030.4","+",64714063,64714119,"85,73,73","263,249,222","3,13,9","176,205,159",0,0.154
120,"SE","Solyc10g005030.4","+",64714063,64714119,"84,83,84","267,162,235","17,24,9","199,233,200",0,0.168
10,"SE","Solyc10g005080.3","+",64731936,64732185,"9,6,29","58,35,34","2,0,1","35,24,19",0.000348108083422113,0.132
10,"SE","Solyc10g005080.3","+",64731687,64731707,"215,158,175","71,64,72","230,177,140","46,33,28",0.00327265230299831,-0.12
40,"SE","Solyc10g005080.3","+",64731936,64732185,"8,5,47","40,44,31","1,2,2","32,47,43",0.000271871218595738,0.172
40,"SE","Solyc10g005080.3","+",64731687,64731707,"293,269,309","34,27,15","194,121,180","48,26,32",0.000112956780704233,0.104
50,"SE","Solyc10g005080.3","+",64731687,64731707,"24,28,25","32,22,32","21,11,4","58,35,55",0.000420718080926726,0.272
50,"SE","Solyc10g005080.3","+",64731687,64732185,"92,108,148","32,22,32","102,76,77","58,35,55",0.0015818632014667,0.199
50,"SE","Solyc10g005080.3","+",64731687,64731707,"307,425,364","11,44,43","172,134,145","50,41,39",1.06169228963811e-09,0.159
50,"SE","Solyc10g005080.3","+",64732171,64732191,"346,356,364","32,22,32","191,166,176","58,35,55",4.56313431484597e-11,0.153
60,"SE","Solyc10g005080.3","+",64731687,64731861,"101,128,108","11,31,12","81,105,83","32,74,52",1.03241324075486e-05,0.298
60,"SE","Solyc10g005080.3","+",64731687,64731707,"322,341,304","11,31,12","125,180,142","32,74,52",0,0.221
60,"SE","Solyc10g005080.3","+",64731940,64732182,"1,0,0","21,23,28","0,19,0","9,18,14",0.00392187661245713,-0.107
60,"SE","Solyc10g005080.3","+",64732171,64732191,"256,346,326","20,50,34","178,261,145","38,74,33",0.000104306132501499,0.105
70,"SE","Solyc10g005080.3","+",64731936,64732185,"39,27,41","31,31,41","5,2,6","21,26,30",5.9921284619105e-08,0.263
70,"SE","Solyc10g005080.3","+",64731687,64731861,"124,114,76","14,30,12","105,106,81","46,42,32",0.00363373461094449,0.194
70,"SE","Solyc10g005080.3","+",64731687,64731707,"323,334,288","14,30,12","127,150,144","46,42,32",0,0.183
80,"SE","Solyc10g005080.3","+",64731687,64731706,"12,15,31","1,20,18","9,9,9","21,45,55",0.0009755915069656,0.455
80,"SE","Solyc10g005080.3","+",64731687,64731752,"37,40,52","1,20,18","33,28,37","21,45,55",0.00519315047295927,0.357
80,"SE","Solyc10g005080.3","+",64731687,64731861,"141,103,111","1,20,18","100,86,92","21,45,55",0.00211425312340687,0.271
80,"SE","Solyc10g005080.3","+",64731687,64731707,"340,345,375","1,20,18","129,129,128","21,45,55",0,0.217
90,"SE","Solyc10g005080.3","+",64731687,64731707,"379,463,364","32,15,21","138,161,158","45,57,47",0,0.209
105,"SE","Solyc10g005080.3","+",64731687,64731697,"11,11,28","7,21,12","6,13,7","63,52,41",2.9879774330596e-05,0.4
105,"SE","Solyc10g005080.3","+",64731687,64731861,"122,112,117","7,21,12","117,92,82","63,52,41",7.64611374215467e-10,0.335
105,"SE","Solyc10g005080.3","+",64731687,64731707,"25,20,37","23,27,17","18,15,8","55,40,36",0.000393478233465316,0.302
105,"SE","Solyc10g005080.3","+",64731687,64731707,"291,357,346","7,21,12","161,118,142","63,52,41",0,0.253
105,"SE","Solyc10g005080.3","+",64731687,64732185,"127,108,113","23,27,17","112,92,84","55,40,36",0.000233752117756422,0.197
105,"SE","Solyc10g005080.3","+",64731681,64731697,"346,395,413","7,21,12","416,308,303","63,52,41",1.66451448584126e-13,0.108
105,"SE","Solyc10g005080.3","+",64732171,64732191,"245,205,242","23,27,17","251,170,160","55,40,36",5.8000679112093e-05,0.104
120,"SE","Solyc10g005080.3","+",64731687,64731707,"30,23,21","18,27,12","12,23,23","25,47,63",0.00130193721765748,0.263
120,"SE","Solyc10g005080.3","+",64731687,64731861,"129,99,99","25,12,19","85,126,111","34,39,64",0.000711317795262255,0.204
120,"SE","Solyc10g005080.3","+",64731687,64731707,"366,270,305","25,12,19","121,183,134","34,39,64",3.39688906924651e-13,0.201
120,"SE","Solyc10g005080.3","+",64732171,64732191,"266,207,271","18,27,12","165,182,219","25,47,63",2.15298153271638e-07,0.124
20,"SE","Solyc10g007500.4","-",1715710,1715756,"69,68,72","94,92,88","43,59,45","155,139,150",4.31242055744084e-05,0.166
20,"SE","Solyc10g007500.4","-",1715710,1715777,"34,46,31","94,92,88","19,32,22","155,139,150",0.00038595069369584,0.115
25,"SE","Solyc10g007500.4","-",1715710,1715756,"52,90,59","95,110,95","36,56,63","158,185,169",0.000209674415942471,0.148
40,"SE","Solyc10g007500.4","-",1715710,1715915,"83,54,65","111,108,107","41,53,65","181,178,157",0.000564368252109223,0.1
50,"SE","Solyc10g007500.4","-",1715710,1715756,"61,84,69","94,108,121","58,39,40","211,126,151",4.66704345365926e-06,0.158
90,"SE","Solyc10g007500.4","-",1715710,1715756,"62,85,45","175,188,124","28,23,35","218,225,178",1.06051029031721e-08,0.132
105,"SE","Solyc10g007500.4","-",1715710,1715756,"41,47,52","100,114,137","45,30,19","200,177,166",2.76873643715207e-05,0.121
120,"SE","Solyc10g007500.4","-",1715710,1715756,"52,50,59","137,105,144","15,23,40","187,182,204",2.24122840656219e-09,0.151
80,"SE","Solyc10g045540.2","+",33542807,33542919,"32,53,53","4,0,10","63,35,38","0,0,1",0.000777839972899874,-0.128
105,"SE","Solyc10g045540.2","+",33542850,33542919,"26,32,43","8,8,3","43,27,35","3,0,0",0.000534206478175517,-0.193
105,"SE","Solyc10g045540.2","+",33542807,33542919,"52,43,54","8,8,3","70,45,43","3,0,0",0.000400970777485067,-0.159
120,"SE","Solyc10g045540.2","+",33542850,33542919,"36,48,41","11,9,0","20,24,30","0,0,0",3.77421707893876e-05,-0.175
70,"SE","Solyc10g049630.2","-",45316726,45316851,"131,66,47","0,0,0","146,163,165","11,17,15",3.48953843116755e-08,0.142
70,"SE","Solyc10g049630.2","-",45316726,45317032,"143,83,48","0,0,0","159,191,201","11,17,15",5.17709000407e-08,0.134
80,"SE","Solyc10g049630.2","-",45316726,45317032,"61,54,169","0,0,0","83,150,104","13,15,5",2.13541269111703e-08,0.165
80,"SE","Solyc10g049630.2","-",45316726,45316963,"125,100,401","0,0,0","134,246,178","13,15,5",7.56782805436915e-09,0.108
90,"SE","Solyc10g049630.2","-",45316726,45317032,"49,244,78","0,0,0","175,173,183","15,27,25",0,0.2
90,"SE","Solyc10g049630.2","-",45316726,45316963,"121,517,139","0,0,0","292,332,387","15,27,25",4.0219035831379e-14,0.116
105,"SE","Solyc10g049630.2","-",45316726,45316955,"32,41,31","0,0,0","253,292,229","61,39,35",2.92242654773399e-09,0.257
105,"SE","Solyc10g049630.2","-",45316726,45317002,"32,41,31","0,0,0","256,288,229","61,39,35",2.74686520546922e-09,0.257
105,"SE","Solyc10g049630.2","-",45316726,45317032,"32,41,31","0,0,0","254,289,231","61,39,35",2.89092737191558e-09,0.257
105,"SE","Solyc10g049630.2","-",45316726,45316963,"78,84,66","0,0,0","444,665,436","61,39,35",3.08677435051361e-09,0.153
120,"SE","Solyc10g049630.2","-",45316726,45317032,"85,56,58","0,0,0","236,212,198","40,29,38",2.57206180473711e-13,0.248
120,"SE","Solyc10g049630.2","-",45316726,45316963,"162,130,116","0,0,0","438,416,356","40,29,38",2.43731588585086e-13,0.151
105,"SE","Solyc10g074990.2","-",57735410,57735564,"43,35,21","0,2,0","41,26,24","4,11,1",0.000965423375295254,0.198
120,"SE","Solyc10g074990.2","-",57734759,57734828,"36,47,50","0,0,0","55,27,22","21,0,0",0.00045324508981595,0.119
80,"SE","Solyc10g077110.1","+",59081864,59082011,"125,128,137","63,55,74","68,52,54","65,57,80",1.17558256388935e-05,0.202
80,"SE","Solyc10g077110.1","+",59081864,59081948,"106,126,126","63,55,74","68,48,52","65,57,80",0.000137724382871012,0.196
80,"SE","Solyc10g077110.1","+",59081864,59081952,"218,204,199","63,55,74","116,94,81","65,57,80",0.000250954342892942,0.195
105,"SE","Solyc10g077110.1","+",59081864,59081952,"243,191,195","69,58,62","135,78,103","86,58,68",2.06040963402443e-06,0.195
105,"SE","Solyc10g077110.1","+",59081864,59082011,"162,113,123","69,58,62","94,41,73","86,58,68",7.59458506314548e-05,0.19
105,"SE","Solyc10g077110.1","+",59081864,59081948,"133,106,110","69,58,62","84,43,62","86,58,68",0.000108589353724343,0.183
120,"SE","Solyc10g077110.1","+",59081864,59081948,"144,142,154","88,63,88","61,52,54","73,55,76",7.47507031392343e-06,0.197
120,"SE","Solyc10g077110.1","+",59081864,59081952,"256,225,241","88,63,88","129,97,105","73,55,76",0.000289479229569005,0.152
90,"SE","Solyc10g078160.2","+",59146426,59146858,"99,111,77","3,0,1","83,68,73","5,2,14",0.000634263655218929,0.12
90,"SE","Solyc10g078160.2","+",59146428,59146858,"99,111,77","3,0,1","82,72,73","5,2,14",0.000697952317547586,0.119
90,"SE","Solyc10g078160.2","+",59146547,59146858,"99,111,77","3,0,1","86,68,73","5,2,14",0.000697634525915997,0.118
105,"SE","Solyc10g078160.2","+",59146820,59146858,"33,26,25","0,0,0","25,21,20","2,7,13",3.48824782590662e-07,0.278
105,"SE","Solyc10g078160.2","+",59146547,59146858,"79,61,68","0,0,0","65,34,53","2,7,13",1.32597786632803e-07,0.226
105,"SE","Solyc10g078160.2","+",59146745,59146858,"177,141,150","0,0,0","166,96,115","2,7,13",1.69942278720629e-06,0.1
105,"SE","Solyc10g078180.3","+",59162933,59163035,"174,206,171","0,2,0","180,133,124","10,14,7",2.75151631783032e-08,0.103
80,"SE","Solyc10g084150.2","-",62963882,62964276,"46,48,36","0,0,0","15,11,15","0,5,5",5.67118646093743e-05,0.292
90,"SE","Solyc10g084150.2","-",62963680,62963913,"63,59,55","0,0,0","46,48,55","0,3,9",0.000320913781103352,0.119
105,"SE","Solyc10g084150.2","-",62963421,62963913,"71,59,39","0,0,0","45,38,28","5,11,11",3.63153783433403e-10,0.33
105,"SE","Solyc10g084150.2","-",62963882,62963913,"70,64,42","0,0,0","37,32,18","3,5,9",5.87156594316985e-07,0.208
120,"SE","Solyc10g084150.2","-",62963882,62963913,"42,37,55","0,0,0","24,23,18","0,9,10",1.21845609139744e-06,0.241
30,"SE","Solyc10g150105.1","+",3550579,3550669,"38,38,25","7,0,4","35,79,54","0,0,0",0.000887866625534098,-0.144
70,"SE","Solyc10g150105.1","+",3549415,3549628,"111,113,97","25,33,17","86,85,115","42,78,62",0.000153425002977191,0.24
105,"SE","Solyc11g006460.3","-",1188781,1188966,"39,42,22","0,0,0","62,32,33","3,16,11",2.60819099119114e-07,0.329
105,"SE","Solyc11g006460.3","-",1189049,1189321,"22,24,19","0,0,0","24,16,46","8,4,0",0.000162342665541232,0.244
120,"SE","Solyc11g006460.3","-",1188613,1188966,"29,34,33","0,0,0","44,39,38","6,17,9",6.64829679813984e-09,0.334
120,"SE","Solyc11g006460.3","-",1188789,1188966,"31,34,33","0,0,0","44,39,38","6,17,9",5.79059519910496e-09,0.334
30,"SE","Solyc11g010890.3","-",3980365,3980575,"93,71,61","0,0,0","59,79,83","11,3,2",0.000371402737380974,0.13
40,"SE","Solyc11g010890.3","-",3980365,3980575,"67,67,78","0,0,0","70,80,83","9,5,3",0.000102062094645398,0.128
60,"SE","Solyc11g010890.3","-",3980365,3980575,"76,98,84","1,1,0","63,68,73","5,14,0",0.000372035648389933,0.128
70,"SE","Solyc11g010890.3","-",3980365,3980598,"156,172,188","0,0,0","127,172,134","6,24,6",6.58584095754457e-10,0.129
80,"SE","Solyc11g010890.3","-",3980365,3980575,"81,115,101","0,0,0","55,74,59","9,11,7",1.48324130755188e-10,0.223
80,"SE","Solyc11g010890.3","-",3980365,3980598,"181,212,222","0,0,0","129,150,131","9,11,7",7.56647656608577e-09,0.116
90,"SE","Solyc11g010890.3","-",3980365,3980575,"103,100,97","1,0,0","73,60,107","14,6,12",4.64387866030795e-10,0.203
90,"SE","Solyc11g010890.3","-",3980365,3980598,"234,256,169","1,0,0","142,110,194","14,6,12",3.22221508733759e-10,0.122
105,"SE","Solyc11g010890.3","-",3980365,3980575,"104,113,86","0,0,0","75,68,66","6,16,3",2.62371617903402e-08,0.18
105,"SE","Solyc11g010890.3","-",3980365,3980598,"212,185,164","0,0,0","137,143,133","6,16,3",9.78815527752984e-08,0.102
120,"SE","Solyc11g010890.3","-",3980365,3980575,"107,66,98","0,4,0","56,60,40","5,8,4",0.000200893470246276,0.141
90,"SE","Solyc11g032130.3","-",24199791,24200571,"20,23,25","7,5,7","19,29,7","0,0,0",2.45703107217274e-07,-0.358
105,"SE","Solyc11g032130.3","-",24199791,24200571,"21,11,16","3,6,6","31,23,22","2,1,0",0.000616906180898112,-0.326
70,"SE","Solyc11g044330.3","-",31690530,31690636,"20,25,28","1,0,0","12,18,14","2,10,2",3.0166148951849e-05,0.275
70,"SE","Solyc11g044330.3","-",31690524,31690636,"34,37,22","1,0,0","21,21,16","2,10,2",5.48709920547367e-05,0.243
70,"SE","Solyc11g044330.3","-",31690528,31690636,"38,29,25","1,0,0","20,27,19","2,10,2",6.62306674408617e-05,0.216
105,"SE","Solyc11g044330.3","-",31690526,31690636,"5,11,35","0,0,0","28,15,9","6,4,1",2.15569344145461e-05,0.25
105,"SE","Solyc11g044330.3","-",31690524,31690636,"10,14,33","0,0,0","30,24,14","6,4,1",7.79138675209396e-05,0.199
105,"SE","Solyc11g044330.3","-",31690530,31690636,"7,11,43","0,0,0","41,18,17","6,4,1",0.000143040539155663,0.189
105,"SE","Solyc11g044330.3","-",31690528,31690636,"9,15,38","0,0,0","49,25,10","6,4,1",0.000263459838365389,0.179
120,"SE","Solyc11g044330.3","-",31690526,31690636,"18,7,13","0,0,0","7,13,10","9,0,2",0.000550346618694001,0.316
120,"SE","Solyc11g044330.3","-",31690530,31690636,"15,12,16","0,0,0","9,18,13","9,0,2",0.000720152972917545,0.28
120,"SE","Solyc11g044330.3","-",31690524,31690636,"25,8,22","0,0,0","13,17,12","9,0,2",0.000276078536275587,0.258
120,"SE","Solyc11g044330.3","-",31690528,31690636,"23,11,16","0,0,0","11,17,15","9,0,2",0.000582805224497467,0.257
70,"SE","Solyc11g065240.2","+",48655269,48655354,"108,153,87","6,3,2","116,108,108","10,11,30",0.000133263097441019,0.139
90,"SE","Solyc11g065240.2","+",48655269,48655354,"61,127,112","0,6,0","126,98,111","14,17,22",3.83931062296145e-08,0.177
105,"SE","Solyc11g065240.2","+",48655269,48655354,"70,96,126","1,2,2","124,115,100","14,12,18",5.71006339744654e-07,0.145
70,"SE","Solyc11g065320.2","-",48746940,48746970,"50,63,58","105,80,104","30,36,27","141,111,130",4.98994537578165e-05,0.162
80,"SE","Solyc11g065320.2","-",48746893,48746970,"159,213,198","84,83,69","187,176,168","149,140,136",0.00015540979269011,0.161
