"time","event","gene_id","strand","F_ES","F_EE","S_ES","S_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822455,55822722,"4,24,8","2,0,0","5,10,4","382,2,20",3.71877477219604e-06,0.551
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822602,55822722,"4,2,8","2,0,0","5,10,4","382,2,20",6.35784656352455e-05,0.549
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822482,55822722,"4,2,8","2,0,0","5,10,7","382,2,20",9.52221741192491e-05,0.521
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822455,55822692,"0,22,1","2,0,0","0,1,3","382,2,20",0.000332243992842657,0.512
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822392,55822542,"5,18,17","2,0,0","13,6,14","382,2,20",1.46741734588102e-06,0.506
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822455,55822722,"4,24,8","9,0,0","5,10,4","6,49,19",0.000901008060647126,0.503
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822482,55822602,"3,9,9","2,0,0","9,16,7","382,2,20",0.000149318616223572,0.474
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822455,55822662,"0,23,2","2,0,0","1,3,0","382,2,20",0.000273900647936542,0.466
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822392,55822542,55822722,"6,2,8","2,0,0","5,10,4","6,3,18",0.000702513282165826,0.448
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822569,55822602,55822722,"4,2,8","0,0,0","5,10,4","377,0,2",8.589880828272e-05,0.432
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822392,55822602,"50,35,40","2,0,0","34,38,39","382,2,20",2.03062345267775e-05,0.423
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822455,55822602,"50,53,40","2,0,0","34,38,39","382,2,20",1.64992657507607e-05,0.422
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822392,55822455,55822722,"4,24,8","2,0,0","5,10,4","6,3,18",9.59185254565586e-05,0.42
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822422,55822482,55822692,"0,0,1","4,1,0","0,1,6","1,0,0",0.000927146698223838,-0.333
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822752,55822842,"134,34,158","2,0,0","79,39,80","382,2,20",1.72057324422001e-05,0.33
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822392,55822782,"78,109,77","2,0,0","103,151,81","382,2,20",0.00010939223939916,0.325
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822455,55822782,"78,130,77","2,0,0","103,151,81","382,2,20",9.60649890459938e-05,0.325
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822542,55822782,"80,108,77","2,0,0","103,151,81","382,2,20",0.00010847967069355,0.325
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822602,55822782,"78,108,77","2,0,0","103,151,81","382,2,20",0.000109452111099993,0.325
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822482,55822782,"78,108,77","2,0,0","103,151,84","382,2,20",0.000119150395041179,0.323
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822692,55822782,"76,92,77","2,0,0","104,146,67","382,2,20",8.81471399428087e-05,0.31
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822392,55822392,55822542,"5,18,17","2,0,0","13,6,14","6,3,18",3.84723525089109e-05,0.309
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822782,55822842,"138,39,146","2,0,0","83,57,85","382,2,20",4.24205417071896e-05,0.306
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822422,55822542,55822602,"72,51,141","2,1,0","71,36,62","383,3,9",9.13283556034807e-05,0.302
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822392,55822602,"50,35,40","9,0,0","34,38,39","6,49,19",0.000252251241241852,0.296
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822455,55822602,"50,53,40","9,0,0","34,38,39","6,49,19",9.13283556034807e-05,0.295
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822722,55822782,"76,92,81","2,0,0","100,143,71","382,2,20",0.000101469052592061,0.295
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822752,55822782,"76,89,83","2,0,0","97,143,66","382,2,20",9.2189705126914e-05,0.283
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822362,55822362,55822662,"6,3,2","8,2,9","2,3,0","377,5,13",0.000333558521271863,0.277
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822722,55822842,"194,85,190","2,0,0","161,95,120","382,2,20",2.06515249371796e-05,0.274
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822422,55822482,55822602,"167,100,228","2,1,0","154,115,142","383,3,9",0.000369822660533145,0.25
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822362,55822362,55822692,"6,2,1","8,2,9","1,1,3","377,5,13",0.000517402644408062,0.224
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822752,55822842,"134,34,158","9,0,0","79,39,80","6,49,19",1.64992657507607e-05,0.223
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822422,55822575,55822602,"51,51,131","2,1,0","65,28,50","7,48,7",4.6476145073057e-06,0.202
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822455,55822602,"50,53,40","4,7,0","34,38,39","10,13,18",0.000114463997282468,0.201
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822392,55822842,"387,182,367","2,0,0","379,328,285","382,2,20",2.03062345267775e-05,0.19
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822455,55822842,"387,203,367","2,0,0","379,328,285","382,2,20",2.03062345267775e-05,0.19
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822542,55822842,"389,181,367","2,0,0","379,328,285","382,2,20",2.03062345267775e-05,0.19
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822602,55822842,"387,181,367","2,0,0","379,328,285","382,2,20",2.03062345267775e-05,0.19
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822482,55822842,"387,181,367","2,0,0","379,328,288","382,2,20",2.06515249371796e-05,0.189
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822692,55822842,"387,181,367","2,0,0","398,328,285","382,2,20",1.64992657507607e-05,0.186
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822392,55822602,"50,35,40","4,7,0","34,38,39","10,13,18",0.000877566439354523,0.186
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822422,55822542,55822602,"72,51,141","9,1,0","71,36,62","7,50,8",0.000631351051907318,0.182
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822782,55822842,"138,39,146","9,0,0","83,57,85","6,49,19",1.46741734588102e-06,0.172
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822422,55822455,55822842,"387,203,367","5,8,0","379,328,285","380,6,13",0.00051342759716797,0.171
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822422,55822482,55822842,"387,181,367","5,8,0","379,328,288","380,6,13",0.000627071751539918,0.169
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822422,55822542,55822842,"389,181,367","5,8,0","379,328,285","380,6,13",0.000606578966379315,0.169
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822422,55822602,55822842,"387,181,367","5,8,0","379,328,285","380,6,13",0.000606578966379315,0.169
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822392,55822392,55822602,"50,35,40","2,0,0","34,38,39","6,3,18",1.35884647089506e-05,0.167
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822392,55822455,55822602,"50,53,40","2,0,0","34,38,39","6,3,18",6.41069761495178e-06,0.166
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822422,55822692,55822842,"387,181,367","5,8,0","398,328,285","380,6,13",0.000508608385115885,0.165
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822722,55822842,"194,85,190","9,0,0","161,95,120","6,49,19",6.71072313043064e-07,0.145
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822542,55822782,"80,108,77","9,0,0","103,151,81","6,49,19",1.58159475589527e-05,0.13
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822392,55822782,"78,109,77","9,0,0","103,151,81","6,49,19",1.64992657507607e-05,0.129
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822455,55822782,"78,130,77","9,0,0","103,151,81","6,49,19",7.67618761856153e-06,0.129
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822602,55822782,"78,108,77","9,0,0","103,151,81","6,49,19",1.64992657507607e-05,0.129
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822482,55822782,"78,108,77","9,0,0","103,151,84","6,49,19",1.7317489341626e-05,0.127
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822569,55822602,55822842,"387,181,367","12,107,0","379,328,285","11,0,0",0.000702513282165826,-0.125
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822569,55822692,55822842,"387,181,367","12,107,0","398,328,285","11,0,0",0.000631351051907318,-0.125
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822692,55822782,"76,92,77","9,0,0","104,146,67","6,49,19",9.80860974947317e-06,0.118
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822422,55822542,55822602,"72,51,141","7,1,0","71,36,62","7,3,36",3.32012515722062e-05,0.111
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822722,55822752,55822842,"134,34,158","9,2,8","79,39,80","5,10,33",0.000669412396849112,0.111
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822422,55822719,55822842,"195,87,186","5,8,0","169,95,114","4,51,11",0.000606578966379315,0.11
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822692,55822719,55822842,"195,87,186","0,0,1","169,95,114","0,46,3",6.33613048314972e-05,0.108
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822722,55822782,"76,92,81","9,0,0","100,143,71","6,49,19",3.94875290858036e-06,0.105
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822422,55822482,55822602,"167,100,228","9,1,0","154,115,142","7,50,8",2.41641973978763e-05,0.105
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822392,55822602,"386,243,409","12,110,3","302,345,373","11,0,3",0.000330971118962498,-0.102
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822569,55822719,55822842,"195,87,186","0,0,0","169,95,114","1,45,0",0.000241561350514867,0.102
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822422,55822575,55822602,"51,51,131","2,2,2","65,28,50","7,7,11",8.29868623163298e-05,0.102
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822362,55822602,"392,244,409","12,112,0","303,345,373","11,1,1",0.000702513282165826,-0.101
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822392,55822602,"386,243,409","12,112,0","302,345,373","11,1,1",0.000696306705583524,-0.101
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822662,55822719,55822842,"195,87,186","0,1,2","169,95,114","1,48,0",0.000898243767181298,0.1
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822332,55822422,"0,0,0","20,3,1","1,1,3","0,0,0",2.40416777395312e-12,-1
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822392,55822482,"0,0,1","2,18,92","1,2,1","0,0,0",5.9806937180434e-11,-0.996
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822332,55822692,"0,1,0","20,3,1","2,1,8","0,0,0",0,-0.943
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822392,55822392,55822482,"0,0,1","2,21,3","1,2,1","0,0,0",1.39925108536904e-13,-0.902
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822149,55822242,55822424,"1,9,89","0,2,2","0,0,0","3,3,2",2.7985021707406e-13,0.885
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822332,55822662,"2,2,0","20,3,1","2,3,8","0,0,0",1.02611746260606e-12,-0.883
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822392,55822482,"0,0,1","20,3,1","1,2,1","0,0,0",0,-0.855
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822662,55822722,"2,2,0","20,3,1","7,2,1","0,0,0",1.39425376006517e-11,-0.849
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822214,55822332,55822422,"0,0,0","2,4,1","1,1,3","1,0,0",4.57325189711251e-07,-0.825
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822392,55822482,"0,0,1","4,27,14","1,2,1","0,2,0",0.00010911770410064,-0.824
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822245,55822722,"6,0,1","20,3,1","24,66,1","0,0,0",0,-0.82
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822305,55822722,"6,0,1","20,3,1","13,2,1","0,0,0",1.08519695287475e-11,-0.82
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822332,55822722,"6,0,1","20,3,1","11,2,9","0,0,0",3.79622903160992e-12,-0.82
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822275,55822722,"7,0,1","20,3,1","29,2,1","0,0,0",2.03890872439579e-12,-0.813
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822482,55822722,"7,0,1","20,3,1","16,2,1","0,0,0",1.43013110932267e-11,-0.813
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822214,55822332,55822692,"0,1,0","2,4,1","2,1,8","1,0,0",3.98229402988738e-09,-0.813
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822245,55822362,"0,0,3","20,3,1","10,2,1","0,0,0",2.46355644217107e-11,-0.775
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822392,55822662,55822722,"2,2,0","2,21,3","7,2,1","0,0,0",9.48530783831626e-10,-0.764
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822215,55822692,"0,12,0","20,3,1","2,1,1","0,0,0",7.22399131460676e-09,-0.762
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822662,55822722,"2,2,0","2,18,92","7,2,1","0,0,0",8.39550651220313e-13,-0.758
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822392,55822392,55822482,"0,0,1","2,20,3","1,2,1","0,0,1",2.60627399513563e-06,-0.754
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822214,55822242,55822392,"2,18,92","4,0,2","0,0,0","2,1,6",8.8050434152537e-11,0.745
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822392,55822722,"21,0,1","20,3,1","11,2,1","0,0,0",7.22399131460676e-09,-0.741
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822215,55822662,"2,13,0","20,3,1","2,3,1","0,0,0",9.47400347889282e-08,-0.738
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822482,55822722,"7,0,1","2,18,92","16,2,1","0,0,0",2.69822250961761e-11,-0.737
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822214,55822245,55822362,"0,0,3","2,4,1","10,2,1","1,0,0",1.25309313724946e-06,-0.727
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822662,55822722,"2,2,0","4,27,14","7,2,1","0,2,0",3.72575675618516e-07,-0.692
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822392,55822722,"21,0,1","2,18,92","11,2,1","0,0,0",4.46362312973121e-09,-0.692
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822214,55822662,55822722,"2,2,0","2,4,1","7,2,1","1,0,0",5.84984169672613e-05,-0.676
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822214,55822392,55822482,"0,0,1","2,4,1","1,2,1","1,0,0",1.10295451421498e-05,-0.667
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822482,55822542,"0,0,0","4,27,14","3,0,1","0,2,0",0.000748552284836975,-0.667
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822392,55822482,55822722,"7,0,1","2,21,3","16,2,1","0,0,0",1.42045744305204e-08,-0.657
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822214,55822215,55822692,"0,12,0","2,4,1","2,1,1","1,0,0",0.000404686676201997,-0.636
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822214,55822332,55822662,"2,2,0","2,4,1","2,3,8","1,0,0",2.01822135483629e-05,-0.635
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822482,55822602,"11,4,4","2,18,92","13,21,5","0,0,0",5.20492252693021e-09,-0.632
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822362,55822722,"21,0,4","20,3,1","11,31,1","0,0,0",1.55241377784003e-07,-0.631
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822392,55822662,55822722,"2,2,0","2,20,3","7,2,1","0,0,1",1.35993527357683e-06,-0.625
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822242,55822362,"0,2,7","20,3,1","1,1,1","0,0,0",6.37029494160588e-08,-0.619
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822214,55822245,55822722,"6,0,1","2,4,1","24,66,1","1,0,0",1.15299317229533e-05,-0.613
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822392,55822392,55822722,"21,0,1","2,21,3","11,2,1","0,0,0",1.0006133528804e-06,-0.612
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822214,55822275,55822722,"7,0,1","2,4,1","29,2,1","1,0,0",2.59681451477271e-05,-0.605
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822214,55822305,55822722,"6,0,1","2,4,1","13,2,1","1,0,0",4.52037625924349e-05,-0.599
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822482,55822722,"7,0,1","4,27,14","16,2,1","0,2,0",7.82282347857412e-06,-0.599
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822482,55822602,"11,4,4","4,27,14","13,21,5","0,2,0",1.93200058024176e-07,-0.596
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822214,55822332,55822722,"6,0,1","2,4,1","11,2,9","1,0,0",4.01815519077779e-05,-0.594
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822214,55822482,55822722,"7,0,1","2,4,1","16,2,1","1,0,0",3.70732419634903e-05,-0.594
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822332,55822692,"0,1,0","20,2,2","2,1,8","1,0,6",0.000151686046852471,-0.588
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822482,55822602,"11,4,4","10,26,90","13,21,5","14,2,0",0.000223228140388334,-0.562
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822392,55822542,"29,9,5","2,18,92","19,11,16","0,0,0",1.85940095667239e-07,-0.56
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822214,55822215,55822392,"2,20,3","4,0,2","0,0,1","2,1,6",1.42406751182374e-05,0.559
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822245,55822692,"0,1,0","20,2,2","15,65,0","1,0,6",6.95008889802549e-06,-0.556
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822392,55822482,55822692,"1,1,0","2,20,3","7,1,0","0,0,1",5.27706515519449e-05,-0.54
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822392,55822722,"21,0,1","4,27,14","11,2,1","0,2,0",0.000195002574091415,-0.531
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822215,55822422,"10,28,1","20,3,1","14,2,1","0,0,0",4.32987725727071e-06,-0.509
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822662,55822662,55822722,"2,2,0","2,11,89","7,2,1","2,3,0",0.000355727710261498,-0.509
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822482,55822602,"11,4,4","20,3,1","13,21,5","0,0,0",1.33850132745248e-08,-0.505
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822392,55822482,55822722,"7,0,1","2,20,3","16,2,1","0,0,1",1.30432664098355e-05,-0.491
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822215,55822362,"0,14,6","20,3,1","4,2,2","0,0,0",2.60627399513563e-06,-0.489
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822212,55822362,"0,15,6","20,3,1","4,2,2","0,0,0",3.06044260545277e-06,-0.485
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822392,55822542,"29,9,5","4,27,14","19,11,16","0,2,0",9.46115125938959e-06,-0.485
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822214,55822242,55822392,"2,18,92","14,10,10","0,0,0","18,17,13",1.19514080309097e-07,0.483
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822214,55822242,55822422,"10,26,90","14,10,10","14,2,0","18,17,13",0.000621549056370543,0.457
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822392,55822482,55822602,"11,4,4","2,21,3","13,21,5","0,0,0",9.74841860842599e-07,-0.457
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822362,55822482,"6,10,5","20,3,1","4,20,7","0,0,0",8.53463384377268e-07,-0.453
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822392,55822392,55822722,"21,0,1","2,20,3","11,2,1","0,0,1",0.000155279242455243,-0.446
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822392,55822482,55822662,"3,2,0","2,20,3","7,3,0","0,0,1",0.00049634053841561,-0.436
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822245,55822542,"14,9,5","20,3,1","32,75,16","0,0,0",4.55692501827828e-09,-0.43
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822305,55822542,"14,9,5","20,3,1","21,11,16","0,0,0",9.47400347889282e-08,-0.43
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822332,55822542,"14,9,5","20,3,1","19,11,24","0,0,0",6.99918397706236e-08,-0.43
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822275,55822542,"15,9,5","20,3,1","37,11,16","0,0,0",3.83191685049368e-08,-0.425
60,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822392,55822482,55822602,"11,4,4","2,20,3","13,21,5","0,0,1",1.37836402359681e-05,-0.404
