"time","event","gene_id","strand","ri_ES","ri_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
80,"RI","Solyc03g059260.4","-",24187376,24187784,"81,43,106","640,548,641","116,116,104","307,367,253",0,-0.103
90,"RI","Solyc03g059260.4","-",24187601,24187938,"12,12,13","504,839,568","69,47,77","277,261,343",0,-0.107
90,"RI","Solyc03g059260.4","-",24187376,24187784,"56,115,41","617,933,669","132,136,122","377,411,404",0,-0.103
105,"RI","Solyc03g059260.4","-",24187376,24187784,"32,38,40","617,588,646","344,287,177","711,390,427",0,-0.194
105,"RI","Solyc03g059260.4","-",24187611,24187905,"11,3,4","450,488,538","151,144,88","525,267,215",0,-0.194
105,"RI","Solyc03g059260.4","-",24190024,24190441,"56,89,61","257,371,348","216,119,97","265,150,177",0,-0.168
105,"RI","Solyc03g059260.4","-",24190365,24190689,"0,4,11","276,431,371","59,61,19","319,163,191",0,-0.117
120,"RI","Solyc03g059260.4","-",24187611,24187905,"21,14,9","590,414,553","93,121,70","221,247,246",0,-0.18
120,"RI","Solyc03g059260.4","-",24187376,24187784,"54,58,56","701,543,572","167,201,130","404,412,346",0,-0.138
105,"RI","Solyc03g063600.4","+",31214025,31214456,"37,22,22","413,375,333","101,118,94","299,222,236",0,-0.165
120,"RI","Solyc03g063600.4","+",31214025,31214512,"39,27,16","383,287,275","87,98,114","241,306,304",0,-0.13
20,"RI","Solyc03g065250.4","-",37092049,37092522,"39,54,55","1,3,9","17,18,27","10,17,11",1.83359764130648e-05,0.416
50,"RI","Solyc03g065250.4","-",37092049,37092543,"21,36,43","6,11,10","32,19,19","29,15,19",0.00035863281584606,0.288
90,"RI","Solyc03g065250.4","-",37092049,37092522,"13,41,31","5,6,7","23,14,11","31,44,36",1.81807990884352e-10,0.496
105,"RI","Solyc03g065250.4","-",37092049,37092525,"24,25,19","7,8,4","31,9,6","29,19,45",5.62170594216329e-07,0.448
120,"RI","Solyc03g065250.4","-",37092049,37092522,"24,11,32","7,7,8","9,16,30","17,39,40",2.77187227880175e-05,0.362
90,"RI","Solyc03g071590.3","-",15114269,15114768,"6,0,1","16,3,1","26,12,9","7,2,0",4.08881621325726e-05,-0.638
105,"RI","Solyc03g071590.3","-",15114270,15114768,"1,12,2","10,13,5","28,19,15","6,11,0",0.000630441168032054,-0.546
15,"RI","Solyc03g081320.3","+",46757164,46757488,"95,80,38","17,28,15","128,142,112","10,1,8",6.0215675332412e-07,-0.259
15,"RI","Solyc03g081320.3","+",46757164,46757488,"137,124,58","865,892,733","166,206,163","437,442,481",0,-0.126
20,"RI","Solyc03g081320.3","+",46757141,46757477,"99,118,89","48,68,46","211,240,256","29,34,37",3.32493889052509e-13,-0.278
20,"RI","Solyc03g081320.3","+",46757164,46757488,"46,72,54","13,11,10","151,181,178","8,1,7",9.40305478616782e-07,-0.207
20,"RI","Solyc03g081320.3","+",46757141,46757477,"73,92,73","691,760,614","196,225,245","417,566,587",0,-0.145
25,"RI","Solyc03g081320.3","+",46757164,46757488,"89,99,62","637,536,538","208,245,263","456,635,611",0,-0.127
30,"RI","Solyc03g081320.3","+",46756905,46757297,"7,9,4","11,15,9","42,37,33","0,16,13",0.000300990475810643,-0.478
30,"RI","Solyc03g081320.3","+",46757164,46757488,"113,123,73","426,404,399","307,291,383","514,656,475",2.18029042099473e-09,-0.141
40,"RI","Solyc03g081320.3","+",46756905,46757297,"13,5,2","12,6,8","29,26,49","0,7,8",7.80387796673126e-05,-0.541
50,"RI","Solyc03g081320.3","+",46757164,46757488,"127,173,156","547,621,743","344,257,329","538,417,440",0,-0.165
60,"RI","Solyc03g081320.3","+",46757164,46757488,"151,209,136","641,626,643","269,354,265","465,610,521",3.18223072413472e-11,-0.119
70,"RI","Solyc03g081320.3","+",46757164,46757488,"166,115,170","606,652,555","364,269,311","350,361,360",0,-0.22
80,"RI","Solyc03g081320.3","+",46757164,46757488,"149,112,147","566,620,585","242,309,252","370,362,345",0,-0.193
90,"RI","Solyc03g081320.3","+",46757164,46757488,"182,200,171","691,824,676","318,299,314","439,398,368",0,-0.192
105,"RI","Solyc03g081320.3","+",46757164,46757488,"138,168,166","515,598,559","326,222,216","413,348,272",0,-0.168
120,"RI","Solyc03g081320.3","+",46757164,46757488,"183,151,158","785,427,589","250,314,312","297,327,316",0,-0.218
25,"RI","Solyc03g082560.3","+",47067131,47067530,"47,59,54","0,0,0","55,69,52","8,0,4",0.000934410760746521,0.119
50,"RI","Solyc03g082560.3","+",47068063,47068440,"115,95,98","175,272,231","54,70,45","311,241,259",4.80069678955096e-06,0.105
70,"RI","Solyc03g082560.3","+",47068063,47068440,"97,74,125","244,195,240","17,55,52","237,195,291",1.94970492840425e-08,0.108
80,"RI","Solyc03g082560.3","+",47068105,47068440,"133,82,93","221,169,236","31,29,41","206,186,187",1.71213770145447e-10,0.129
120,"RI","Solyc03g082560.3","+",47068067,47068440,"78,58,79","202,173,185","17,26,23","225,200,212",8.35643611047115e-14,0.124
60,"RI","Solyc03g082820.3","+",47251256,47251600,"19,18,17","18,9,5","4,5,1","31,17,21",7.2606121771151e-08,0.452
90,"RI","Solyc03g082820.3","+",47251256,47251600,"11,16,15","11,14,7","6,0,5","12,12,24",0.000295481997856575,0.334
105,"RI","Solyc03g082820.3","+",47251256,47251600,"17,20,8","6,5,7","5,0,2","28,16,27",7.8938986066919e-11,0.534
120,"RI","Solyc03g082820.3","+",47251256,47251600,"10,26,16","4,15,21","1,2,5","16,8,18",5.64218652420375e-05,0.371
20,"RI","Solyc03g082960.2","-",47394094,47394525,"4,2,2","0,0,0","13,8,9","1,5,2",9.31574696471607e-05,0.332
25,"RI","Solyc03g082960.2","-",47394414,47394913,"12,8,11","0,0,0","18,22,39","0,3,7",0.000965170702320942,0.159
70,"RI","Solyc03g082960.2","-",47394638,47394970,"7,10,2","19,14,29","25,31,50","22,19,21",7.32628465652804e-05,-0.331
80,"RI","Solyc03g082960.2","-",47394638,47394970,"3,11,9","15,29,25","29,54,41","18,26,15",8.20016510007662e-09,-0.408
80,"RI","Solyc03g082960.2","-",47393223,47393447,"257,288,281","21,11,7","207,253,204","20,34,23",0.000557989583336644,0.1
90,"RI","Solyc03g082960.2","-",47394094,47394525,"4,14,17","5,14,9","23,19,32","5,1,5",0.000687193903608128,-0.42
105,"RI","Solyc03g082960.2","-",47394638,47394970,"13,7,6","25,17,14","53,47,56","40,21,11",4.48069187553072e-05,-0.38
70,"RI","Solyc03g083010.3","+",47436731,47437188,"10,8,4","25,12,28","20,20,17","13,17,12",0.000514806963460727,-0.245
80,"RI","Solyc03g083010.3","+",47436731,47437188,"5,1,4","15,11,24","6,13,31","10,8,6",0.000354582126519097,-0.379
70,"RI","Solyc03g083910.5","-",48430407,48430887,"20,23,31","0,0,0","59,63,61","0,6,11",0.000206105352346621,0.132
70,"RI","Solyc03g083910.5","-",48430233,48430601,"58,51,51","582,524,643","129,145,145","494,450,431",0,-0.108
90,"RI","Solyc03g083910.5","-",48430233,48430657,"65,49,37","797,1033,721","86,136,145","449,412,455",0,-0.113
105,"RI","Solyc03g083910.5","-",48430233,48430576,"35,32,64","537,593,598","192,139,134","433,342,385",0,-0.156
120,"RI","Solyc03g083910.5","-",48430407,48430887,"29,37,25","11,13,11","59,99,130","7,19,4",0.000347453900047664,-0.226
120,"RI","Solyc03g083910.5","-",48430233,48430453,"52,45,40","616,480,641","98,167,169","297,392,407",0,-0.15
120,"RI","Solyc03g083910.5","-",48430407,48430887,"40,41,34","736,529,760","68,118,159","424,495,457",0,-0.102
105,"RI","Solyc03g083960.3","-",48480501,48480851,"114,16,33","311,380,444","129,156,110","336,312,303",9.85490914662504e-10,-0.124
120,"RI","Solyc03g083960.3","-",48480501,48480851,"48,80,77","509,487,438","68,133,129","268,329,276",3.87898879683555e-11,-0.109
80,"RI","Solyc03g095250.3","-",50802276,50802464,"11,7,9","104,110,104","8,32,20","60,54,72",8.21273181340378e-05,-0.106
105,"RI","Solyc03g095250.3","-",50802047,50802304,"15,21,12","105,111,90","34,35,25","97,76,57",5.79282231448124e-05,-0.123
120,"RI","Solyc03g095250.3","-",50802047,50802464,"18,15,6","101,78,93","34,26,42","71,66,86",1.07574425196399e-06,-0.144
120,"RI","Solyc03g095250.3","-",50802276,50802464,"13,14,11","105,73,76","27,25,34","68,51,95",0.000100997037605204,-0.11
70,"RI","Solyc03g095810.3","-",52024933,52025308,"8,32,18","39,59,41","50,66,73","29,36,50",2.226258205563e-08,-0.32
70,"RI","Solyc03g095810.3","-",52025175,52025664,"3,7,8","86,47,66","21,19,26","39,49,61",1.31302729206353e-07,-0.17
80,"RI","Solyc03g095810.3","-",52025205,52025617,"1,6,8","70,69,72","4,20,27","39,57,51",5.84514681661485e-05,-0.129
90,"RI","Solyc03g095810.3","-",52024933,52025308,"14,35,15","34,87,50","51,75,39","56,24,41",0.000433453313875463,-0.281
105,"RI","Solyc03g095810.3","-",52024933,52025308,"16,40,9","41,41,59","51,57,36","30,41,24",0.000279619916484172,-0.271
120,"RI","Solyc03g095810.3","-",52025175,52025664,"2,5,3","65,34,48","5,21,21","42,66,44",0.000125824963131365,-0.115
30,"RI","Solyc03g096380.3","-",53004970,53005388,"1,4,13","125,149,150","29,39,40","99,159,172",8.36015780413512e-12,-0.112
50,"RI","Solyc03g096380.3","-",53004625,53005063,"9,5,18","155,177,191","47,56,45","187,165,121",3.2818865470502e-14,-0.109
60,"RI","Solyc03g096380.3","-",53004907,53005388,"13,0,7","170,215,212","37,28,50","131,163,169",0,-0.111
60,"RI","Solyc03g096380.3","-",53004625,53005063,"4,8,9","167,222,131","30,42,73","138,179,161",0,-0.108
70,"RI","Solyc03g096380.3","-",53004370,53004795,"43,36,48","22,16,18","50,71,48","2,11,9",0.000741134674511218,-0.274
70,"RI","Solyc03g096380.3","-",53004625,53005063,"15,5,3","206,154,166","83,77,73","109,191,132",0,-0.2
70,"RI","Solyc03g096380.3","-",53004970,53005388,"22,11,1","215,146,190","61,70,80","137,175,118",0,-0.2
80,"RI","Solyc03g096380.3","-",53004625,53005063,"9,5,1","199,171,196","73,47,47","164,120,113",0,-0.16
90,"RI","Solyc03g096380.3","-",53004663,53005070,"7,2,13","8,2,0","28,60,44","0,0,0",0.000128630492813314,-0.454
90,"RI","Solyc03g096380.3","-",53004907,53005388,"3,9,8","231,245,224","80,88,87","144,139,125",0,-0.261
90,"RI","Solyc03g096380.3","-",53004625,53005063,"5,2,17","257,256,204","54,92,97","147,137,161",0,-0.195
105,"RI","Solyc03g096380.3","-",53004625,53005063,"0,18,4","177,183,158","58,104,98","142,130,91",0,-0.249
120,"RI","Solyc03g096380.3","-",53004975,53005374,"3,10,12","198,150,164","81,90,84","82,110,101",0,-0.32
120,"RI","Solyc03g096380.3","-",53004625,53005063,"1,1,5","211,135,179","100,115,73","95,161,138",0,-0.266
50,"RI","Solyc03g097460.3","-",54366312,54366546,"26,50,45","2,3,22","10,11,3","14,10,19",4.33227534752646e-05,0.525
60,"RI","Solyc03g097460.3","-",54366312,54366546,"49,50,29","5,2,4","10,26,17","11,9,10",0.000102558140291021,0.393
80,"RI","Solyc03g097460.3","-",54366312,54366546,"31,19,28","5,16,18","2,12,1","21,18,27",2.25847463293433e-05,0.418
120,"RI","Solyc03g097460.3","-",54366312,54366546,"40,21,34","11,10,3","7,8,3","24,21,29",1.28010730969268e-10,0.557
30,"RI","Solyc03g098320.4","-",55174950,55175213,"61,27,32","617,732,705","249,266,251","661,900,805",0,-0.122
50,"RI","Solyc03g098320.4","-",55174950,55175213,"43,55,38","1059,1231,1338","274,194,252","862,618,577",0,-0.144
60,"RI","Solyc03g098320.4","-",55174950,55175213,"50,45,53","964,1060,1085","235,280,273","597,873,701",0,-0.144
70,"RI","Solyc03g098320.4","-",55174950,55175213,"50,39,81","1062,837,1163","316,234,302","561,537,585",0,-0.189
70,"RI","Solyc03g098320.4","-",55175122,55175475,"86,41,89","1156,895,1232","200,212,223","783,679,705",0,-0.106
80,"RI","Solyc03g098320.4","-",55175094,55175475,"51,101,75","947,1017,973","227,239,262","664,652,614",0,-0.133
90,"RI","Solyc03g098320.4","-",55174950,55175213,"24,55,31","973,1417,1159","292,322,373","505,498,525",0,-0.247
90,"RI","Solyc03g098320.4","-",55175094,55175475,"32,138,91","1026,1397,1170","230,248,253","631,673,750",0,-0.129
105,"RI","Solyc03g098320.4","-",55174950,55175213,"27,42,31","737,759,829","364,305,338","617,357,419",0,-0.27
105,"RI","Solyc03g098320.4","-",55175131,55175468,"55,50,65","799,847,878","290,171,156","814,629,524",0,-0.11
120,"RI","Solyc03g098320.4","-",55174950,55175213,"32,32,26","935,744,799","320,433,320","393,445,509",0,-0.287
120,"RI","Solyc03g098320.4","-",55175094,55175475,"72,42,26","987,750,890","183,212,248","597,614,711",0,-0.129
90,"RI","Solyc03g111330.4","+",56352548,56353008,"16,8,3","2,1,5","4,2,2","0,0,0",4.81609028755084e-05,-0.39
105,"RI","Solyc03g111330.4","+",56352233,56352663,"23,19,37","0,7,4","22,13,11","0,0,0",0.000415686168875444,-0.162
50,"RI","Solyc03g112050.4","+",57016248,57016581,"281,443,423","543,621,571","269,143,149","628,427,487",3.59541250784992e-07,0.106
60,"RI","Solyc03g112050.4","+",57016248,57016581,"294,416,319","480,608,466","127,169,175","422,623,506",2.32118650751404e-11,0.129
80,"RI","Solyc03g112050.4","+",57016255,57016581,"304,364,354","420,416,489","90,90,152","369,379,406",0,0.171
80,"RI","Solyc03g112050.4","+",57017258,57017550,"125,130,132","600,599,646","187,229,191","358,317,369",0,-0.155
90,"RI","Solyc03g112050.4","+",57016255,57016581,"307,559,296","393,625,493","158,153,125","380,440,434",7.17004934957811e-11,0.138
105,"RI","Solyc03g112050.4","+",57017249,57017550,"111,122,106","436,541,513","360,367,308","497,286,272",0,-0.27
105,"RI","Solyc03g112050.4","+",57016248,57016581,"251,384,321","370,408,405","193,123,146","616,318,365",5.5083580058361e-12,0.144
120,"RI","Solyc03g112050.4","+",57016692,57017129,"168,135,135","417,315,344","20,49,41","201,258,256",4.18050297221946e-11,0.1
80,"RI","Solyc03g113140.3","-",57832790,57833237,"3,9,6","20,13,14","0,0,0","7,21,13",1.30762423707983e-05,0.168
90,"RI","Solyc03g113140.3","-",57832855,57833237,"8,5,3","7,14,10","0,0,1","12,14,16",1.7360527124563e-05,0.205
60,"RI","Solyc03g113280.3","-",57891364,57891597,"6,2,1","0,0,0","13,1,9","7,0,2",0.000193578340212957,0.25
70,"RI","Solyc03g113280.3","-",57891364,57891859,"34,44,29","0,0,0","26,36,25","2,0,10",0.000280791238823283,0.181
50,"RI","Solyc03g115720.3","-",59777150,59777425,"0,2,2","8,13,10","17,28,29","11,14,11",8.77771394354024e-09,-0.493
80,"RI","Solyc03g115720.3","-",59777154,59777425,"4,2,0","13,11,7","15,19,17","7,8,8",3.91604492048958e-07,-0.495
105,"RI","Solyc03g115720.3","-",59777154,59777425,"14,8,8","8,13,11","32,33,13","10,2,2",0.000336607982810263,-0.422
120,"RI","Solyc03g115720.3","-",59777154,59777425,"3,2,5","3,5,14","21,39,22","2,8,13",0.000302752015140769,-0.456
120,"RI","Solyc03g115720.3","-",59776833,59777278,"5,8,7","0,0,0","14,28,30","2,3,6",9.83835978901683e-05,0.225
30,"RI","Solyc03g115950.3","+",59948209,59948533,"96,67,73","310,306,301","145,89,154","155,153,172",3.14086818019911e-13,-0.186
40,"RI","Solyc03g115950.3","+",59948209,59948533,"55,55,76","314,276,242","139,116,111","153,176,139",0,-0.196
50,"RI","Solyc03g115950.3","+",59948209,59948533,"128,68,112","368,343,375","200,147,176","221,145,135",0,-0.243
60,"RI","Solyc03g115950.3","+",59948209,59948533,"48,81,58","310,356,218","139,197,111","174,205,199",0,-0.196
70,"RI","Solyc03g115950.3","+",59948209,59948533,"68,71,105","262,253,223","189,266,195","148,140,138",0,-0.305
80,"RI","Solyc03g115950.3","+",59948209,59948533,"65,65,94","192,203,295","136,202,165","142,153,127",0,-0.249
90,"RI","Solyc03g115950.3","+",59948209,59948533,"114,172,126","269,443,303","299,228,223","130,136,172",0,-0.306
105,"RI","Solyc03g115950.3","+",59948209,59948533,"51,48,87","242,297,231","537,302,230","214,128,79",0,-0.476
120,"RI","Solyc03g115950.3","+",59948209,59948533,"133,104,109","316,224,215","281,274,214","106,100,95",0,-0.384
70,"RI","Solyc03g117280.4","+",60912459,60912878,"6,8,7","536,408,366","62,48,40","156,202,214",0,-0.138
70,"RI","Solyc03g117280.4","+",60912249,60912744,"20,7,1","726,587,566","42,42,65","239,223,228",0,-0.103
80,"RI","Solyc03g117280.4","+",60912459,60912878,"1,4,2","348,342,286","27,62,29","202,139,144",0,-0.135
90,"RI","Solyc03g117280.4","+",60912459,60912878,"9,8,6","377,461,356","50,55,69","168,153,174",0,-0.173
90,"RI","Solyc03g117280.4","+",60912249,60912744,"5,29,4","459,743,565","49,66,47","276,207,278",0,-0.103
105,"RI","Solyc03g117280.4","+",60912459,60912878,"7,6,13","233,331,290","51,114,68","154,156,171",0,-0.215
105,"RI","Solyc03g117280.4","+",60912249,60912744,"6,3,12","358,438,398","55,73,56","307,211,266",0,-0.113
120,"RI","Solyc03g117280.4","+",60912459,60912878,"0,10,3","333,228,261","69,65,60","161,200,190",0,-0.175
120,"RI","Solyc03g117280.4","+",60912249,60912744,"7,5,8","424,322,422","70,64,51","259,226,252",0,-0.118
10,"RI","Solyc03g117680.4","-",61204016,61204501,"2,3,1","124,86,75","5,1,6","22,26,9",0.00262917090037348,-0.129
40,"RI","Solyc03g117680.4","-",61204016,61204501,"3,2,0","47,63,71","9,4,16","11,26,15",2.83193477557182e-08,-0.248
50,"RI","Solyc03g117680.4","-",61204016,61204501,"0,2,0","30,27,42","6,4,6","22,12,21",3.39890208974314e-05,-0.137
60,"RI","Solyc03g117680.4","-",61204016,61204501,"3,0,0","46,29,26","12,3,12","35,31,31",1.40192178889905e-05,-0.125
70,"RI","Solyc03g117680.4","-",61204016,61204501,"0,0,6","55,19,49","26,23,18","23,24,20",0,-0.349
80,"RI","Solyc03g117680.4","-",61204016,61204501,"2,2,3","28,45,37","2,15,10","16,21,25",0.000186465458033702,-0.149
90,"RI","Solyc03g117680.4","-",61204016,61204501,"0,0,0","31,63,56","11,18,26","35,47,30",0,-0.228
105,"RI","Solyc03g117680.4","-",61204016,61204501,"0,4,0","48,30,58","57,16,18","50,44,43",1.83210350351629e-12,-0.236
120,"RI","Solyc03g117680.4","-",61204016,61204501,"12,0,8","30,36,17","28,32,60","51,34,38",0.000725183940157589,-0.226
50,"RI","Solyc03g118140.3","+",61549810,61550161,"31,13,22","28,26,17","5,7,5","34,25,39",1.30526692577605e-05,0.233
80,"RI","Solyc03g118140.3","+",61549265,61549706,"9,19,10","9,14,9","1,0,0","10,15,16",5.36493285262621e-11,0.349
80,"RI","Solyc03g118140.3","+",61549810,61550161,"13,25,10","16,22,18","2,5,3","19,25,14",0.000166349562396472,0.21
90,"RI","Solyc03g118140.3","+",61549810,61550161,"23,17,30","24,42,34","3,2,4","17,21,36",4.43311686033304e-06,0.206
15,"RI","Solyc03g118620.3","-",61915653,61915997,"13,22,21","68,63,62","2,3,0","55,34,42",8.52394716565474e-07,0.119
70,"RI","Solyc03g118620.3","-",61915873,61916364,"9,8,2","99,65,73","17,17,8","62,53,35",0.000269704311767378,-0.1
90,"RI","Solyc03g118620.3","-",61915653,61915997,"1,24,6","78,85,87","16,21,30","55,33,55",7.25916627666574e-06,-0.154
105,"RI","Solyc03g118620.3","-",61915653,61915997,"7,6,3","62,93,71","45,14,18","97,53,46",4.40137356978398e-09,-0.135
120,"RI","Solyc03g118620.3","-",61915653,61915997,"1,7,5","74,59,73","23,44,36","25,64,49",0,-0.27
10,"RI","Solyc03g119250.4","-",62337628,62338038,"8,3,10","24,33,23","0,0,1","13,5,15",0.00145650291013405,0.138
70,"RI","Solyc03g119250.4","-",62337628,62338038,"0,0,0","76,19,12","48,42,58","79,100,96",0,-0.26
80,"RI","Solyc03g119250.4","-",62337628,62338038,"0,1,1","13,9,95","36,26,25","22,45,48",3.17575026105425e-14,-0.323
90,"RI","Solyc03g119250.4","-",62337628,62338038,"0,8,0","12,82,25","21,28,37","89,86,122",2.3789248609429e-05,-0.138
105,"RI","Solyc03g119250.4","-",62337628,62338038,"0,0,0","18,23,12","70,50,21","141,326,245",3.76671898116404e-06,-0.129
70,"RI","Solyc04g005860.3","-",566081,566406,"33,20,29","3,6,2","5,2,0","10,7,1",4.56058786289723e-07,0.684
80,"RI","Solyc04g005860.3","-",566081,566406,"45,25,21","3,7,5","13,0,3","10,8,7",4.75398381023354e-05,0.55
120,"RI","Solyc04g005860.3","-",566081,566406,"32,24,21","6,1,0","1,2,0","2,18,14",0,0.801
105,"RI","Solyc04g008240.3","+",1953856,1954144,"15,32,33","212,176,204","74,68,57","151,145,139",3.07426005135675e-12,-0.144
120,"RI","Solyc04g008240.3","+",1953856,1954091,"30,31,50","216,158,176","80,73,92","145,190,166",9.39273121766514e-08,-0.123
50,"RI","Solyc04g009620.4","-",3038157,3038501,"4,3,2","0,0,1","1,0,1","0,3,6",7.02706517669902e-06,0.474
60,"RI","Solyc04g009620.4","-",3040181,3040392,"5,13,8","0,0,0","4,6,6","6,0,2",0.000643549603328457,0.355
70,"RI","Solyc04g016010.4","+",6648814,6649209,"0,0,0","41,19,20","6,3,4","18,24,26",0.000183109209646187,-0.112
80,"RI","Solyc04g016010.4","+",6648814,6649209,"0,0,0","17,17,33","6,7,2","15,16,26",2.44807504958214e-05,-0.155
30,"RI","Solyc04g016050.3","-",6757570,6757840,"0,0,0","7,8,8","8,2,3","7,19,9",0.000383068591844767,-0.21
50,"RI","Solyc04g016050.3","-",6757570,6757854,"1,0,0","13,5,14","8,2,3","13,17,7",0.000672123359957968,-0.164
80,"RI","Solyc04g016050.3","-",6757570,6757854,"1,0,0","12,6,2","4,5,2","4,5,11",0.000452759940070912,-0.266
90,"RI","Solyc04g016050.3","-",6757570,6757854,"0,0,0","22,17,15","6,2,10","18,6,4",1.50471011108664e-06,-0.31
5,"RI","Solyc04g017720.3","+",7839864,7840199,"379,327,295","267,251,224","238,293,237","414,382,305",2.94040902153032e-07,0.142
